,country,year,sex,Preventable mortality,Treatable mortality,potential years of life lost,median age,Bad Very Bad,Very Good Good,high bmi,smoking,binge drinking,Practising medical doctors per 100k,GDP per capita,Practising nurses and midwives per 100k,avoidable hospitalizations,HC1,HC2,HC3,HC4,HC5,HC6,HC7,year_y,y_QU1,y_QU2,y_QU3,y_QU4,y_QU5,Year_system_date,single payer system,inpatient public,outpatient public,public primary care,free hospital choice,almost free hospital choice,public provider quality reports,healthcare regulator,ce analysis
78,France,2015,F,67.45,58.67,2380.0,42.3,8.3,65.7,0.133,0.034,,312.24,33020.0,,150.0,1619.77,400.62,577.72,194.21,711.39,67.55,216.62,2015.0,17884.8,26596.7,33728.1,44264.0,75395.6,2016,1.0,1.0,0.0,0.0,1,False,1,1,1
79,France,2015,M,211.69,67.64,4824.0,39.5,7.1,70.3,0.127,0.077,,312.24,33020.0,,150.0,1619.77,400.62,577.72,194.21,711.39,67.55,216.62,2015.0,17884.8,26596.7,33728.1,44264.0,75395.6,2016,1.0,1.0,0.0,0.0,1,False,1,1,1
80,France,2016,F,66.76,59.0,2366.0,42.6,8.9,64.7,0.133,0.034,,313.79,33430.0,,,1650.42,407.79,588.02,203.19,716.12,67.31,218.16,2015.0,17884.8,26596.7,33728.1,44264.0,75395.6,2016,1.0,1.0,0.0,0.0,1,False,1,1,1
81,France,2016,M,206.3,66.63,4689.0,39.7,7.2,68.3,0.127,0.077,,313.79,33430.0,,,1650.42,407.79,588.02,203.19,716.12,67.31,218.16,2015.0,17884.8,26596.7,33728.1,44264.0,75395.6,2016,1.0,1.0,0.0,0.0,1,False,1,1,1
82,France,2017,F,,,,42.9,8.9,65.7,0.133,0.034,,315.8,34250.0,,,1675.89,413.23,603.51,206.99,720.66,71.73,221.39,2015.0,17884.8,26596.7,33728.1,44264.0,75395.6,2016,1.0,1.0,0.0,0.0,1,False,1,1,1
83,France,2017,M,,,,39.9,7.7,69.2,0.127,0.077,,315.8,34250.0,,,1675.89,413.23,603.51,206.99,720.66,71.73,221.39,2015.0,17884.8,26596.7,33728.1,44264.0,75395.6,2016,1.0,1.0,0.0,0.0,1,False,1,1,1
84,Germany,2011,F,93.29,80.98,2593.0,45.8,8.1,63.3,0.145,0.04,0.2,387.7,33550.0,1214.58,,1766.52,109.39,559.27,172.2,704.13,113.46,190.94,2015.0,11261.9,22657.8,31214.1,41148.2,67810.7,2016,0.0,0.0,0.0,0.0,0,True,1,1,1
85,Germany,2011,M,238.32,109.32,4731.0,43.5,8.1,66.4,0.157,0.081,0.306,387.7,33550.0,1214.58,,1766.52,109.39,559.27,172.2,704.13,113.46,190.94,2015.0,11261.9,22657.8,31214.1,41148.2,67810.7,2016,0.0,0.0,0.0,0.0,0,True,1,1,1
86,Germany,2012,F,92.69,78.78,2482.0,46.2,9.2,63.9,0.145,0.04,0.2,394.64,34130.0,1223.49,,1802.48,113.1,585.36,175.6,718.89,116.31,190.86,2015.0,11261.9,22657.8,31214.1,41148.2,67810.7,2016,0.0,0.0,0.0,0.0,0,True,1,1,1
87,Germany,2012,M,233.42,106.51,4552.0,43.9,7.9,67.0,0.157,0.081,0.306,394.64,34130.0,1223.49,,1802.48,113.1,585.36,175.6,718.89,116.31,190.86,2015.0,11261.9,22657.8,31214.1,41148.2,67810.7,2016,0.0,0.0,0.0,0.0,0,True,1,1,1
88,Germany,2013,F,95.3,78.71,2513.0,46.5,8.8,62.9,0.145,0.04,0.2,403.5,34860.0,1261.07,275.4,1866.18,112.49,616.38,180.01,743.29,121.07,192.4,2015.0,11261.9,22657.8,31214.1,41148.2,67810.7,2016,0.0,0.0,0.0,0.0,0,True,1,1,1
89,Germany,2013,M,233.47,105.62,4512.0,44.2,7.4,67.0,0.157,0.081,0.306,403.5,34860.0,1261.07,275.4,1866.18,112.49,616.38,180.01,743.29,121.07,192.4,2015.0,11261.9,22657.8,31214.1,41148.2,67810.7,2016,0.0,0.0,0.0,0.0,0,True,1,1,1
90,Germany,2014,F,91.52,75.11,2403.0,46.8,8.2,63.6,0.145,0.04,0.2,410.82,36150.0,1282.99,,1929.17,116.22,645.35,185.1,787.61,127.67,190.97,2015.0,11261.9,22657.8,31214.1,41148.2,67810.7,2016,0.0,0.0,0.0,0.0,0,True,1,1,1
91,Germany,2014,M,224.37,100.9,4364.0,44.4,7.8,66.9,0.157,0.081,0.306,410.82,36150.0,1282.99,,1929.17,116.22,645.35,185.1,787.61,127.67,190.97,2015.0,11261.9,22657.8,31214.1,41148.2,67810.7,2016,0.0,0.0,0.0,0.0,0,True,1,1,1
92,Germany,2015,F,95.52,76.63,2475.0,47.1,8.2,63.2,0.145,0.04,0.2,413.93,37050.0,1292.75,283.8,1980.83,119.52,680.12,204.2,825.09,132.14,199.14,2015.0,11261.9,22657.8,31214.1,41148.2,67810.7,2016,0.0,0.0,0.0,0.0,0,True,1,1,1
93,Germany,2015,M,228.08,103.27,4445.0,44.6,8.4,66.0,0.157,0.081,0.306,413.93,37050.0,1292.75,283.8,1980.83,119.52,680.12,204.2,825.09,132.14,199.14,2015.0,11261.9,22657.8,31214.1,41148.2,67810.7,2016,0.0,0.0,0.0,0.0,0,True,1,1,1
94,Germany,2016,F,94.81,75.14,2449.0,47.2,8.6,63.6,0.145,0.04,0.2,418.65,38070.0,1310.28,,2040.25,121.24,713.32,211.64,847.26,136.82,204.52,2015.0,11261.9,22657.8,31214.1,41148.2,67810.7,2016,0.0,0.0,0.0,0.0,0,True,1,1,1
95,Germany,2016,M,224.21,99.8,4386.0,44.3,8.0,66.8,0.157,0.081,0.306,418.65,38070.0,1310.28,,2040.25,121.24,713.32,211.64,847.26,136.82,204.52,2015.0,11261.9,22657.8,31214.1,41148.2,67810.7,2016,0.0,0.0,0.0,0.0,0,True,1,1,1
96,Germany,2017,F,94.9,73.7,2388.0,47.3,8.7,63.8,0.145,0.04,0.2,424.88,39440.0,1341.69,289.5,2088.67,125.28,816.59,219.19,865.66,141.6,208.36,2015.0,11261.9,22657.8,31214.1,41148.2,67810.7,2016,0.0,0.0,0.0,0.0,0,True,1,1,1
97,Germany,2017,M,219.71,98.39,4217.0,44.3,8.2,67.1,0.157,0.081,0.306,424.88,39440.0,1341.69,289.5,2088.67,125.28,816.59,219.19,865.66,141.6,208.36,2015.0,11261.9,22657.8,31214.1,41148.2,67810.7,2016,0.0,0.0,0.0,0.0,0,True,1,1,1
98,Greece,2011,F,65.55,74.53,2238.0,42.8,9.9,74.1,0.134,0.11800000000000001,0.061,,18310.0,370.74,,992.4,0.86,10.11,74.68,560.85,20.01,24.2,2015.0,5005.0,9829.2,12713.9,17121.5,30095.8,2016,1.0,1.0,0.0,1.0,0,True,0,0,1
99,Greece,2011,M,239.19,115.76,4928.0,40.2,8.0,78.9,0.175,0.25,0.154,,18310.0,370.74,,992.4,0.86,10.11,74.68,560.85,20.01,24.2,2015.0,5005.0,9829.2,12713.9,17121.5,30095.8,2016,1.0,1.0,0.0,1.0,0,True,0,0,1
100,Greece,2012,F,65.58,77.14,2186.0,43.3,10.5,72.3,0.134,0.11800000000000001,0.061,,17060.0,358.16,,934.99,1.27,15.42,56.62,474.64,16.29,22.85,2015.0,5005.0,9829.2,12713.9,17121.5,30095.8,2016,1.0,1.0,0.0,1.0,0,True,0,0,1
101,Greece,2012,M,244.36,117.64,4871.0,40.7,7.9,78.0,0.175,0.25,0.154,,17060.0,358.16,,934.99,1.27,15.42,56.62,474.64,16.29,22.85,2015.0,5005.0,9829.2,12713.9,17121.5,30095.8,2016,1.0,1.0,0.0,1.0,0,True,0,0,1
102,Greece,2013,F,66.81,74.05,2147.0,43.8,11.7,71.3,0.134,0.11800000000000001,0.061,,16380.0,353.68,,849.19,1.0,12.02,69.88,401.03,15.63,21.78,2015.0,5005.0,9829.2,12713.9,17121.5,30095.8,2016,1.0,1.0,0.0,1.0,0,True,0,0,1
103,Greece,2013,M,241.0,109.98,4657.0,41.1,9.1,77.1,0.175,0.25,0.154,,16380.0,353.68,,849.19,1.0,12.02,69.88,401.03,15.63,21.78,2015.0,5005.0,9829.2,12713.9,17121.5,30095.8,2016,1.0,1.0,0.0,1.0,0,True,0,0,1
104,Greece,2014,F,61.49,74.97,2121.0,44.3,11.7,71.2,0.134,0.11800000000000001,0.061,,16280.0,347.42,,781.16,9.52,8.34,65.4,377.2,19.64,26.29,2015.0,5005.0,9829.2,12713.9,17121.5,30095.8,2016,1.0,1.0,0.0,1.0,0,True,0,0,1
105,Greece,2014,M,231.8,116.17,4627.0,41.6,9.7,76.2,0.175,0.25,0.154,,16280.0,347.42,,781.16,9.52,8.34,65.4,377.2,19.64,26.29,2015.0,5005.0,9829.2,12713.9,17121.5,30095.8,2016,1.0,1.0,0.0,1.0,0,True,0,0,1
106,Greece,2015,F,63.99,76.21,2152.0,44.8,11.2,71.5,0.134,0.11800000000000001,0.061,,16270.0,344.89,,782.97,7.21,16.87,68.84,399.58,17.25,20.49,2015.0,5005.0,9829.2,12713.9,17121.5,30095.8,2016,1.0,1.0,0.0,1.0,0,True,0,0,1
107,Greece,2015,M,235.02,119.39,4663.0,42.1,9.4,76.8,0.175,0.25,0.154,,16270.0,344.89,,782.97,7.21,16.87,68.84,399.58,17.25,20.49,2015.0,5005.0,9829.2,12713.9,17121.5,30095.8,2016,1.0,1.0,0.0,1.0,0,True,0,0,1
108,Greece,2016,F,65.24,75.43,2220.0,45.2,11.3,71.6,0.134,0.11800000000000001,0.061,,16170.0,350.04,,809.14,6.53,15.51,49.88,425.46,17.34,21.59,2015.0,5005.0,9829.2,12713.9,17121.5,30095.8,2016,1.0,1.0,0.0,1.0,0,True,0,0,1
109,Greece,2016,M,225.86,116.64,4644.0,42.5,9.2,76.7,0.175,0.25,0.154,,16170.0,350.04,,809.14,6.53,15.51,49.88,425.46,17.34,21.59,2015.0,5005.0,9829.2,12713.9,17121.5,30095.8,2016,1.0,1.0,0.0,1.0,0,True,0,0,1
110,Greece,2017,F,64.26,76.6,2080.0,45.6,11.4,71.6,0.134,0.11800000000000001,0.061,,16470.0,357.05,,807.71,8.55,21.51,44.4,414.73,16.95,20.91,2015.0,5005.0,9829.2,12713.9,17121.5,30095.8,2016,1.0,1.0,0.0,1.0,0,True,0,0,1
111,Greece,2017,M,227.13,113.93,4469.0,42.8,9.2,76.9,0.175,0.25,0.154,,16470.0,357.05,,807.71,8.55,21.51,44.4,414.73,16.95,20.91,2015.0,5005.0,9829.2,12713.9,17121.5,30095.8,2016,1.0,1.0,0.0,1.0,0,True,0,0,1
112,Hungary,2011,F,201.43,152.34,4274.0,42.6,18.8,52.1,0.175,0.035,0.028999999999999998,296.22,10230.0,639.24,,344.79,25.17,29.19,38.28,289.07,25.84,12.56,2015.0,3657.7,5866.3,7641.1,10043.4,16038.2,2012,1.0,0.0,0.0,0.0,0,False,0,0,1
113,Hungary,2011,M,557.7,257.96,9298.0,37.6,13.6,59.9,0.20600000000000002,0.11,0.111,296.22,10230.0,639.24,,344.79,25.17,29.19,38.28,289.07,25.84,12.56,2015.0,3657.7,5866.3,7641.1,10043.4,16038.2,2012,1.0,0.0,0.0,0.0,0,False,0,0,1
114,Hungary,2012,F,198.36,150.7,4171.0,43.2,18.5,53.2,0.175,0.035,0.028999999999999998,308.87,10080.0,649.75,427.5,354.39,26.77,27.47,39.25,265.35,21.41,12.73,2015.0,3657.7,5866.3,7641.1,10043.4,16038.2,2012,1.0,0.0,0.0,0.0,0,False,0,0,1
115,Hungary,2012,M,538.49,248.59,8901.0,38.5,13.8,61.7,0.20600000000000002,0.11,0.111,308.87,10080.0,649.75,427.5,354.39,26.77,27.47,39.25,265.35,21.41,12.73,2015.0,3657.7,5866.3,7641.1,10043.4,16038.2,2012,1.0,0.0,0.0,0.0,0,False,0,0,1
116,Hungary,2013,F,191.96,143.57,3964.0,43.5,17.9,52.5,0.175,0.035,0.028999999999999998,320.91,10310.0,659.65,,366.6,27.33,29.94,40.47,247.31,20.88,13.25,2015.0,3657.7,5866.3,7641.1,10043.4,16038.2,2012,1.0,0.0,0.0,0.0,0,False,0,0,1
117,Hungary,2013,M,506.31,238.47,8349.0,38.8,13.6,60.3,0.20600000000000002,0.11,0.111,320.91,10310.0,659.65,,366.6,27.33,29.94,40.47,247.31,20.88,13.25,2015.0,3657.7,5866.3,7641.1,10043.4,16038.2,2012,1.0,0.0,0.0,0.0,0,False,0,0,1
118,Hungary,2014,F,190.5,141.75,3863.0,43.7,18.2,53.5,0.175,0.035,0.028999999999999998,332.35,10750.0,658.35,,372.44,25.81,32.33,39.89,250.14,20.49,14.77,2015.0,3657.7,5866.3,7641.1,10043.4,16038.2,2012,1.0,0.0,0.0,0.0,0,False,0,0,1
119,Hungary,2014,M,503.64,235.51,8230.0,39.2,12.9,61.0,0.20600000000000002,0.11,0.111,332.35,10750.0,658.35,,372.44,25.81,32.33,39.89,250.14,20.49,14.77,2015.0,3657.7,5866.3,7641.1,10043.4,16038.2,2012,1.0,0.0,0.0,0.0,0,False,0,0,1
120,Hungary,2015,F,198.75,143.62,3947.0,44.0,17.6,53.6,0.175,0.035,0.028999999999999998,309.72,11450.0,664.09,,387.58,26.85,31.71,41.69,256.41,21.25,16.67,2015.0,3657.7,5866.3,7641.1,10043.4,16038.2,2012,1.0,0.0,0.0,0.0,0,False,0,0,1
121,Hungary,2015,M,502.07,235.51,8132.0,39.6,13.6,59.7,0.20600000000000002,0.11,0.111,309.72,11450.0,664.09,,387.58,26.85,31.71,41.69,256.41,21.25,16.67,2015.0,3657.7,5866.3,7641.1,10043.4,16038.2,2012,1.0,0.0,0.0,0.0,0,False,0,0,1
122,Hungary,2016,F,184.89,134.27,3680.0,44.2,15.2,56.4,0.175,0.035,0.028999999999999998,321.12,11830.0,660.14,,404.2,30.19,30.4,50.18,266.85,26.19,16.64,2015.0,3657.7,5866.3,7641.1,10043.4,16038.2,2012,1.0,0.0,0.0,0.0,0,False,0,0,1
123,Hungary,2016,M,499.22,229.29,7838.0,40.0,11.0,63.3,0.20600000000000002,0.11,0.111,321.12,11830.0,660.14,,404.2,30.19,30.4,50.18,266.85,26.19,16.64,2015.0,3657.7,5866.3,7641.1,10043.4,16038.2,2012,1.0,0.0,0.0,0.0,0,False,0,0,1
124,Hungary,2017,F,191.92,136.96,3712.0,44.5,14.8,55.5,0.175,0.035,0.028999999999999998,332.48,12960.0,676.33,,436.43,32.22,34.77,53.31,266.07,26.5,18.38,2015.0,3657.7,5866.3,7641.1,10043.4,16038.2,2012,1.0,0.0,0.0,0.0,0,False,0,0,1
125,Hungary,2017,M,495.52,232.93,7751.0,40.4,10.8,63.5,0.20600000000000002,0.11,0.111,332.48,12960.0,676.33,,436.43,32.22,34.77,53.31,266.07,26.5,18.38,2015.0,3657.7,5866.3,7641.1,10043.4,16038.2,2012,1.0,0.0,0.0,0.0,0,False,0,0,1
126,Iceland,2011,F,108.82,58.07,1957.0,35.6,7.6,76.1,0.175,0.016,0.205,350.46,34280.0,1569.21,,1420.19,144.56,575.61,58.03,507.05,68.33,42.67,,,,,,,2016,1.0,1.0,0.0,1.0,1,False,0,1,1
127,Iceland,2011,M,168.14,70.72,3079.0,34.4,5.0,79.4,0.177,0.038,0.31,350.46,34280.0,1569.21,,1420.19,144.56,575.61,58.03,507.05,68.33,42.67,,,,,,,2016,1.0,1.0,0.0,1.0,1,False,0,1,1
128,Iceland,2012,F,106.78,57.77,1857.0,35.9,6.3,74.8,0.175,0.016,0.205,356.08,35800.0,1596.12,199.2,1488.68,156.28,588.71,64.09,513.69,74.05,42.48,,,,,,,2016,1.0,1.0,0.0,1.0,1,False,0,1,1
129,Iceland,2012,M,152.87,66.66,3111.0,34.7,3.8,79.0,0.177,0.038,0.31,356.08,35800.0,1596.12,199.2,1488.68,156.28,588.71,64.09,513.69,74.05,42.48,,,,,,,2016,1.0,1.0,0.0,1.0,1,False,0,1,1
130,Iceland,2013,F,95.51,73.05,2134.0,36.2,7.7,74.1,0.175,0.016,0.205,360.76,37470.0,1626.8,202.0,1571.69,159.85,636.63,69.41,502.47,78.87,44.54,,,,,,,2016,1.0,1.0,0.0,1.0,1,False,0,1,1
131,Iceland,2013,M,167.46,63.91,3181.0,34.8,3.9,79.5,0.177,0.038,0.31,360.76,37470.0,1626.8,202.0,1571.69,159.85,636.63,69.41,502.47,78.87,44.54,,,,,,,2016,1.0,1.0,0.0,1.0,1,False,0,1,1
132,Iceland,2014,F,88.37,58.7,2243.0,36.3,8.0,72.9,0.175,0.016,0.205,364.4,41150.0,1615.53,195.2,1779.93,177.17,696.78,85.68,522.87,81.96,41.82,,,,,,,2016,1.0,1.0,0.0,1.0,1,False,0,1,1
133,Iceland,2014,M,148.4,66.85,2935.0,34.9,4.7,79.3,0.177,0.038,0.31,364.4,41150.0,1615.53,195.2,1779.93,177.17,696.78,85.68,522.87,81.96,41.82,,,,,,,2016,1.0,1.0,0.0,1.0,1,False,0,1,1
134,Iceland,2015,F,97.12,69.15,2095.0,36.5,7.5,72.7,0.175,0.016,0.205,377.55,47750.0,1628.41,204.6,2027.58,213.45,800.82,93.59,578.47,92.4,47.71,,,,,,,2016,1.0,1.0,0.0,1.0,1,False,0,1,1
135,Iceland,2015,M,155.15,64.63,3264.0,35.2,3.9,80.1,0.177,0.038,0.31,377.55,47750.0,1628.41,204.6,2027.58,213.45,800.82,93.59,578.47,92.4,47.71,,,,,,,2016,1.0,1.0,0.0,1.0,1,False,0,1,1
136,Iceland,2016,F,102.99,58.34,1758.0,36.8,9.1,73.2,0.175,0.016,0.205,385.17,56070.0,1501.02,201.4,2399.07,288.32,932.44,111.82,641.97,111.23,53.92,,,,,,,2016,1.0,1.0,0.0,1.0,1,False,0,1,1
137,Iceland,2016,M,175.03,66.37,3187.0,35.5,4.1,79.0,0.177,0.038,0.31,385.17,56070.0,1501.02,201.4,2399.07,288.32,932.44,111.82,641.97,111.23,53.92,,,,,,,2016,1.0,1.0,0.0,1.0,1,False,0,1,1
138,Iceland,2017,F,74.52,50.52,1783.0,36.9,8.1,74.7,0.175,0.016,0.205,387.3,63840.0,1529.71,,2794.38,387.04,1050.0,130.16,713.95,132.95,64.95,,,,,,,2016,1.0,1.0,0.0,1.0,1,False,0,1,1
139,Iceland,2017,M,172.87,62.02,3400.0,35.7,3.6,79.4,0.177,0.038,0.31,387.3,63840.0,1529.71,,2794.38,387.04,1050.0,130.16,713.95,132.95,64.95,,,,,,,2016,1.0,1.0,0.0,1.0,1,False,0,1,1
140,Ireland,2011,F,100.31,84.92,2560.0,34.9,2.9,83.1,0.16699999999999998,0.03,0.16399999999999998,266.7,37340.0,,,,,878.25,116.33,614.88,119.82,82.49,2015.0,16411.1,27132.3,40530.9,55006.8,83478.8,2016,1.0,0.0,0.0,0.0,1,False,0,1,1
141,Ireland,2011,M,216.34,103.37,4388.0,34.1,2.8,83.6,0.2,0.052000000000000005,0.256,266.7,37340.0,,,,,878.25,116.33,614.88,119.82,82.49,2015.0,16411.1,27132.3,40530.9,55006.8,83478.8,2016,1.0,0.0,0.0,0.0,1,False,0,1,1
142,Ireland,2012,F,95.84,80.62,2522.0,35.4,2.7,82.8,0.16699999999999998,0.03,0.16399999999999998,270.68,38090.0,,424.3,,,919.88,111.3,631.18,115.87,93.02,2015.0,16411.1,27132.3,40530.9,55006.8,83478.8,2016,1.0,0.0,0.0,0.0,1,False,0,1,1
143,Ireland,2012,M,211.13,99.04,4226.0,34.6,3.2,82.9,0.2,0.052000000000000005,0.256,270.68,38090.0,,424.3,,,919.88,111.3,631.18,115.87,93.02,2015.0,16411.1,27132.3,40530.9,55006.8,83478.8,2016,1.0,0.0,0.0,0.0,1,False,0,1,1
144,Ireland,2013,F,94.38,78.26,2395.0,35.8,3.9,80.8,0.16699999999999998,0.03,0.16399999999999998,267.46,38880.0,,420.0,,,880.33,122.63,592.54,113.65,106.4,2015.0,16411.1,27132.3,40530.9,55006.8,83478.8,2016,1.0,0.0,0.0,0.0,1,False,0,1,1
145,Ireland,2013,M,207.05,95.0,4070.0,35.0,3.4,83.2,0.2,0.052000000000000005,0.256,267.46,38880.0,,420.0,,,880.33,122.63,592.54,113.65,106.4,2015.0,16411.1,27132.3,40530.9,55006.8,83478.8,2016,1.0,0.0,0.0,0.0,1,False,0,1,1
146,Ireland,2014,F,98.66,77.45,2284.0,36.2,4.2,82.1,0.16699999999999998,0.03,0.16399999999999998,301.2,41950.0,,406.9,,,910.95,113.21,580.42,110.35,135.17,2015.0,16411.1,27132.3,40530.9,55006.8,83478.8,2016,1.0,0.0,0.0,0.0,1,False,0,1,1
147,Ireland,2014,M,196.85,90.24,3987.0,35.4,3.6,83.3,0.2,0.052000000000000005,0.256,301.2,41950.0,,406.9,,,910.95,113.21,580.42,110.35,135.17,2015.0,16411.1,27132.3,40530.9,55006.8,83478.8,2016,1.0,0.0,0.0,0.0,1,False,0,1,1
148,Ireland,2015,F,89.77,77.74,2278.0,36.6,3.7,82.0,0.16699999999999998,0.03,0.16399999999999998,311.91,55980.0,,411.3,,,888.14,116.41,584.58,110.03,119.82,2015.0,16411.1,27132.3,40530.9,55006.8,83478.8,2016,1.0,0.0,0.0,0.0,1,False,0,1,1
149,Ireland,2015,M,185.13,90.04,3711.0,35.8,3.8,83.2,0.2,0.052000000000000005,0.256,311.91,55980.0,,411.3,,,888.14,116.41,584.58,110.03,119.82,2015.0,16411.1,27132.3,40530.9,55006.8,83478.8,2016,1.0,0.0,0.0,0.0,1,False,0,1,1
150,Ireland,2016,F,93.98,75.52,2173.0,36.9,3.6,83.1,0.16699999999999998,0.03,0.16399999999999998,319.18,57020.0,,422.6,,,914.39,122.01,602.73,110.93,115.91,2015.0,16411.1,27132.3,40530.9,55006.8,83478.8,2016,1.0,0.0,0.0,0.0,1,False,0,1,1
151,Ireland,2016,M,183.17,84.87,3617.0,36.1,3.4,82.7,0.2,0.052000000000000005,0.256,319.18,57020.0,,422.6,,,914.39,122.01,602.73,110.93,115.91,2015.0,16411.1,27132.3,40530.9,55006.8,83478.8,2016,1.0,0.0,0.0,0.0,1,False,0,1,1
152,Ireland,2017,F,86.85,68.18,2138.0,37.3,3.7,83.6,0.16699999999999998,0.03,0.16399999999999998,325.75,62550.0,,328.6,,,942.09,124.54,623.17,117.22,130.53,2015.0,16411.1,27132.3,40530.9,55006.8,83478.8,2016,1.0,0.0,0.0,0.0,1,False,0,1,1
153,Ireland,2017,M,172.87,78.46,3427.0,36.5,3.0,82.9,0.2,0.052000000000000005,0.256,325.75,62550.0,,328.6,,,942.09,124.54,623.17,117.22,130.53,2015.0,16411.1,27132.3,40530.9,55006.8,83478.8,2016,1.0,0.0,0.0,0.0,1,False,0,1,1
154,Italy,2011,F,65.56,69.54,2034.0,45.0,15.1,61.5,0.08199999999999999,0.036000000000000004,0.036000000000000004,389.83,27450.0,,,,,,,,,,,,,,,,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
155,Italy,2011,M,189.96,82.23,3612.0,42.3,10.8,67.9,0.10300000000000001,0.095,0.096,389.83,27450.0,,,,,,,,,,,,,,,,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
156,Italy,2012,F,64.49,69.54,2006.0,45.3,14.3,64.7,0.08199999999999999,0.036000000000000004,0.036000000000000004,387.34,26920.0,,91.9,,,247.78,207.86,465.24,98.27,37.55,,,,,,,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
157,Italy,2012,M,185.42,81.47,3520.0,42.6,10.6,71.8,0.10300000000000001,0.095,0.096,387.34,26920.0,,91.9,,,247.78,207.86,465.24,98.27,37.55,,,,,,,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
158,Italy,2013,F,62.41,65.61,1909.0,45.7,14.2,62.8,0.08199999999999999,0.036000000000000004,0.036000000000000004,390.01,26590.0,532.98,79.9,,,248.43,204.27,467.46,97.8,32.99,,,,,,,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
159,Italy,2013,M,175.62,77.97,3366.0,43.0,10.6,70.1,0.10300000000000001,0.095,0.096,390.01,26590.0,532.98,79.9,,,248.43,204.27,467.46,97.8,32.99,,,,,,,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
160,Italy,2014,F,60.36,64.71,1844.0,46.0,13.6,64.5,0.08199999999999999,0.036000000000000004,0.036000000000000004,388.04,26770.0,553.29,71.2,,,250.51,204.94,470.99,101.28,31.12,,,,,,,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
161,Italy,2014,M,170.24,73.97,3213.0,43.3,10.2,71.7,0.10300000000000001,0.095,0.096,388.04,26770.0,553.29,71.2,,,250.51,204.94,470.99,101.28,31.12,,,,,,,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
162,Italy,2015,F,61.9,65.79,1887.0,46.4,14.1,62.7,0.08199999999999999,0.036000000000000004,0.036000000000000004,383.83,27260.0,570.09,63.6,,,250.12,197.84,499.78,100.58,33.84,,,,,,,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
163,Italy,2015,M,170.04,77.57,3287.0,43.7,10.5,69.0,0.10300000000000001,0.095,0.096,383.83,27260.0,570.09,63.6,,,250.12,197.84,499.78,100.58,33.84,,,,,,,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
